year,order,name,conditions,surface,fin_commit,winner,winner_slug,currency,amount
2005,60,Stockholm,Indoor,Hard,"$800,000",James Blake,james-blake,$,800000.0
2005,61,Vienna,Indoor,Hard,"$689,000",Ivan Ljubicic,ivan-ljubicic,$,689000.0
2005,62,ATP Masters Series Madrid,Indoor,Hard,"$2,450,000",Rafael Nadal,rafael-nadal,$,2450000.0
2005,63,Basel,Indoor,Carpet,"$1,000,000",Fernando Gonzalez,fernando-gonzalez,$,1000000.0
2005,64,Lyon,Indoor,Carpet,"$800,000",Andy Roddick,andy-roddick,$,800000.0
2005,65,St. Petersburg,Indoor,Carpet,"$1,000,000",Thomas Johansson,thomas-johansson,$,1000000.0
2005,66,ATP Masters Series Paris,Indoor,Carpet,"$2,450,000",Tomas Berdych,tomas-berdych,$,2450000.0
2005,67,Tennis Masters Cup,Indoor,Carpet,"$3,700,000",David Nalbandian,david-nalbandian,$,3700000.0
2006,0,Adelaide,Outdoor,Hard,"$419,000",Florent Serra,florent-serra,$,419000.0
2006,1,Chennai,Outdoor,Hard,"$380,000",Ivan Ljubicic,ivan-ljubicic,$,380000.0
2006,2,Doha,Outdoor,Hard,"$1,000,000",Roger Federer,roger-federer,$,1000000.0
2006,3,Auckland,Outdoor,Hard,"$430,000",Jarkko Nieminen,jarkko-nieminen,$,430000.0
2006,4,Sydney,Outdoor,Hard,"$419,000",James Blake,james-blake,$,419000.0
2006,5,Australian Open,Outdoor,Hard,"$6,784,589",Roger Federer,roger-federer,$,6784589.0
2006,6,Delray Beach,Outdoor,Hard,"$380,000",Tommy Haas,tommy-haas,$,380000.0
2006,7,Viña del Mar,Outdoor,Clay,"$380,000",Jose Acasuso,jose-acasuso,$,380000.0
2006,8,Zagreb,Indoor,Carpet,"$380,000",Ivan Ljubicic,ivan-ljubicic,$,380000.0
2006,9,Buenos Aires,Outdoor,Clay,"$425,000",Carlos Moya,carlos-moya,$,425000.0
2006,10,Marseille,Indoor,Hard,"$600,000",Arnaud Clement,arnaud-clement,$,600000.0
2006,11,San Jose,Indoor,Hard,"$380,000",Andy Murray,andy-murray,$,380000.0
2006,12,Memphis,Indoor,Hard,"$690,000",Tommy Haas,tommy-haas,$,690000.0
2006,13,Rotterdam,Indoor,Hard,"$925,000",Radek Stepanek,radek-stepanek,$,925000.0
2006,14,Sao Paulo,Outdoor,Clay,"$380,000",Nicolas Massu,nicolas-massu,$,380000.0
2006,15,Acapulco,Outdoor,Clay,"$690,000",Luis Horna,luis-horna,$,690000.0
2006,16,Dubai,Outdoor,Hard,"$1,000,000",Rafael Nadal,rafael-nadal,$,1000000.0
2006,17,Las Vegas,Outdoor,Hard,"$380,000",James Blake,james-blake,$,380000.0
2006,18,ATP Masters Series Indian Wells,Outdoor,Hard,"$3,169,600",Roger Federer,roger-federer,$,3169600.0
2006,19,ATP Masters Series Miami,Outdoor,Hard,"$3,450,000",Roger Federer,roger-federer,$,3450000.0
2006,20,Houston,Outdoor,Clay,"$380,000",Mardy Fish,mardy-fish,$,380000.0
2006,21,Valencia,Outdoor,Clay,"$400,000",Nicolas Almagro,nicolas-almagro,$,400000.0
2006,22,ATP Masters Series Monte Carlo,Outdoor,Clay,"$2,450,000",Rafael Nadal,rafael-nadal,$,2450000.0
2006,23,Barcelona,Outdoor,Clay,"$1,000,000",Rafael Nadal,rafael-nadal,$,1000000.0
2006,24,Casablanca,Outdoor,Clay,"$380,000",Daniele Bracciali,daniele-bracciali,$,380000.0
2006,25,Estoril,Outdoor,Clay,"$625,000",David Nalbandian,david-nalbandian,$,625000.0
2006,26,Munich,Outdoor,Clay,"$380,000",Olivier Rochus,olivier-rochus,$,380000.0
2006,27,ATP Masters Series Rome,Outdoor,Clay,"$2,450,000",Rafael Nadal,rafael-nadal,$,2450000.0
2006,28,ATP Masters Series Hamburg,Outdoor,Clay,"$2,450,000",Tommy Robredo,tommy-robredo,$,2450000.0
2006,29,World Team Championship,Outdoor,Clay,"$1,764,706",Ivo Karlovic,ivo-karlovic,$,1764706.0
2006,30,Poertschach,Outdoor,Clay,"$380,000",Nikolay Davydenko,nikolay-davydenko,$,380000.0
2006,31,Roland Garros,Outdoor,Clay,"$8,543,691",Rafael Nadal,rafael-nadal,$,8543691.0
2006,32,Halle,Outdoor,Grass,"$800,000",Roger Federer,roger-federer,$,800000.0
2006,33,London / Queen's Club,Outdoor,Grass,"$800,000",Lleyton Hewitt,lleyton-hewitt,$,800000.0
2006,34,Nottingham,Outdoor,Grass,"$380,000",Richard Gasquet,richard-gasquet,$,380000.0
2006,35,'s-Hertogenbosch,Outdoor,Grass,"$380,000",Mario Ancic,mario-ancic,$,380000.0
2006,36,Wimbledon,Outdoor,Grass,"$8,847,338",Roger Federer,roger-federer,$,8847338.0
2006,37,Bastad,Outdoor,Clay,"$380,000",Tommy Robredo,tommy-robredo,$,380000.0
2006,38,Gstaad,Outdoor,Clay,"$495,000",Richard Gasquet,richard-gasquet,$,495000.0
2006,39,Newport,Outdoor,Grass,"$380,000",Mark Philippoussis,mark-philippoussis,$,380000.0
2006,40,Amersfoort,Outdoor,Clay,"$380,000",Novak Djokovic,novak-djokovic,$,380000.0
2006,41,Indianapolis,Outdoor,Hard,"$600,000",James Blake,james-blake,$,600000.0
2006,42,Stuttgart,Outdoor,Clay,"$690,000",David Ferrer,david-ferrer,$,690000.0
2006,43,Kitzbuhel,Outdoor,Clay,"$760,000",Agustin Calleri,agustin-calleri,$,760000.0
2006,44,Los Angeles,Outdoor,Hard,"$500,000",Tommy Haas,tommy-haas,$,500000.0
2006,45,Umag,Outdoor,Clay,"$400,000",Stan Wawrinka,stan-wawrinka,$,400000.0
2006,46,Sopot,Outdoor,Clay,"$500,000",Nikolay Davydenko,nikolay-davydenko,$,500000.0
2006,47,Washington,Outdoor,Hard,"$600,000",Arnaud Clement,arnaud-clement,$,600000.0
2006,48,ATP Masters Series Canada,Outdoor,Hard,"$2,450,000",Roger Federer,roger-federer,$,2450000.0
2006,49,ATP Masters Series Cincinnati,Outdoor,Hard,"$2,450,000",Andy Roddick,andy-roddick,$,2450000.0
2006,50,New Haven,Outdoor,Hard,"$675,000",Nikolay Davydenko,nikolay-davydenko,$,675000.0
2006,51,US Open,Outdoor,Hard,"$8,332,000",Roger Federer,roger-federer,$,8332000.0
2006,52,Beijing,Outdoor,Hard,"$500,000",Marcos Baghdatis,marcos-baghdatis,$,500000.0
2006,53,Bucharest,Outdoor,Clay,"$380,000",Jurgen Melzer,jurgen-melzer,$,380000.0
2006,54,Bangkok,Indoor,Hard,"$550,000",James Blake,james-blake,$,550000.0
2006,55,Mumbai,Outdoor,Hard,"$380,000",Dmitry Tursunov,dmitry-tursunov,$,380000.0
2006,56,Palermo,Outdoor,Clay,"$380,000",Filippo Volandri,filippo-volandri,$,380000.0
2006,57,Metz,Indoor,Hard,"$380,000",Novak Djokovic,novak-djokovic,$,380000.0
2006,58,Tokyo,Outdoor,Hard,"$765,000",Roger Federer,roger-federer,$,765000.0
2006,59,Moscow,Indoor,Carpet,"$1,000,000",Nikolay Davydenko,nikolay-davydenko,$,1000000.0
2006,60,Stockholm,Indoor,Hard,"$800,000",James Blake,james-blake,$,800000.0
2006,61,Vienna,Indoor,Hard,"$690,000",Ivan Ljubicic,ivan-ljubicic,$,690000.0
2006,62,ATP Masters Series Madrid,Indoor,Hard,"$2,450,000",Roger Federer,roger-federer,$,2450000.0
2006,63,Basel,Indoor,Carpet,"$1,000,000",Roger Federer,roger-federer,$,1000000.0
2006,64,Lyon,Indoor,Carpet,"$800,000",Richard Gasquet,richard-gasquet,$,800000.0
2006,65,St. Petersburg,Indoor,Carpet,"$1,000,000",Mario Ancic,mario-ancic,$,1000000.0
2006,66,ATP Masters Series Paris,Indoor,Carpet,"$2,450,000",Nikolay Davydenko,nikolay-davydenko,$,2450000.0
2006,67,Tennis Masters Cup,Indoor,Hard,"$3,700,000",Roger Federer,roger-federer,$,3700000.0
2007,0,Adelaide,Outdoor,Hard,"$436,000",Novak Djokovic,novak-djokovic,$,436000.0
2007,1,Chennai,Outdoor,Hard,"$416,000",Xavier Malisse,xavier-malisse,$,416000.0
2007,2,Doha,Outdoor,Hard,"$1,000,000",Ivan Ljubicic,ivan-ljubicic,$,1000000.0
2007,3,Auckland,Outdoor,Hard,"$416,000",David Ferrer,david-ferrer,$,416000.0
2007,4,Sydney,Outdoor,Hard,"$436,000",James Blake,james-blake,$,436000.0
2007,5,Australian Open,Outdoor,Hard,"$7,297,052",Roger Federer,roger-federer,$,7297052.0
2007,6,Delray Beach,Outdoor,Hard,"$416,000",Xavier Malisse,xavier-malisse,$,416000.0
2007,7,Viña del Mar,Outdoor,Clay,"$448,000",Luis Horna,luis-horna,$,448000.0
2007,8,Zagreb,Indoor,Carpet,"$416,000",Marcos Baghdatis,marcos-baghdatis,$,416000.0
2007,9,Marseille,Indoor,Hard,"$600,000",Gilles Simon,gilles-simon,$,600000.0
2007,10,San Jose,Indoor,Hard,"$416,000",Andy Murray,andy-murray,$,416000.0
2007,11,Sao Paulo,Outdoor,Clay,"$456,000",Guillermo Canas,guillermo-canas,$,456000.0
2007,12,Buenos Aires,Outdoor,Clay,"$445,000",Juan Monaco,juan-monaco,$,445000.0
2007,13,Memphis,Indoor,Hard,"$757,000",Tommy Haas,tommy-haas,$,757000.0
2007,14,Rotterdam,Indoor,Hard,"$925,000",Mikhail Youzhny,mikhail-youzhny,$,925000.0
2007,15,Acapulco,Outdoor,Clay,"$757,000",Juan Ignacio Chela,juan-ignacio-chela,$,757000.0
2007,16,Dubai,Outdoor,Hard,"$1,426,250",Roger Federer,roger-federer,$,1426250.0
2007,17,Las Vegas,Outdoor,Hard,"$416,000",Lleyton Hewitt,lleyton-hewitt,$,416000.0
2007,18,ATP Masters Series Indian Wells,Outdoor,Hard,"$3,285,000",Rafael Nadal,rafael-nadal,$,3285000.0
2007,19,ATP Masters Series Miami,Outdoor,Hard,"$3,450,000",Novak Djokovic,novak-djokovic,$,3450000.0
2007,20,Houston,Outdoor,Clay,"$416,000",Ivo Karlovic,ivo-karlovic,$,416000.0
2007,21,Valencia,Outdoor,Clay,"$416,000",Nicolas Almagro,nicolas-almagro,$,416000.0
2007,22,ATP Masters Series Monte Carlo,Outdoor,Clay,"$2,450,000",Rafael Nadal,rafael-nadal,$,2450000.0
2007,23,Barcelona,Outdoor,Clay,"$1,000,000",Rafael Nadal,rafael-nadal,$,1000000.0
2007,24,Casablanca,Outdoor,Clay,"$416,000",Paul-Henri Mathieu,paul-henri-mathieu,$,416000.0
2007,25,Estoril,Outdoor,Clay,"$625,000",Novak Djokovic,novak-djokovic,$,625000.0
2007,26,Munich,Outdoor,Clay,"$416,000",Philipp Kohlschreiber,philipp-kohlschreiber,$,416000.0
2007,27,ATP Masters Series Rome,Outdoor,Clay,"$2,450,000",Rafael Nadal,rafael-nadal,$,2450000.0
2007,28,ATP Masters Series Hamburg,Outdoor,Clay,"$2,450,000",Roger Federer,roger-federer,$,2450000.0
2007,29,World Team Championship,Outdoor,Clay,"$1,680,500",Agustin Calleri,agustin-calleri,$,1680500.0
2007,30,Poertschach,Outdoor,Clay,"$416,000",Juan Monaco,juan-monaco,$,416000.0
2007,31,Roland Garros,Outdoor,Clay,"$9,334,932",Rafael Nadal,rafael-nadal,$,9334932.0
2007,32,Halle,Outdoor,Grass,"$800,000",Tomas Berdych,tomas-berdych,$,800000.0
2007,33,London / Queen's Club,Outdoor,Grass,"$800,000",Andy Roddick,andy-roddick,$,800000.0
2007,34,'s-Hertogenbosch,Outdoor,Grass,"$416,000",Ivan Ljubicic,ivan-ljubicic,$,416000.0
2007,35,Nottingham,Outdoor,Grass,"$416,000",Ivo Karlovic,ivo-karlovic,$,416000.0
2007,36,Wimbledon,Outdoor,Grass,"$10,039,193",Roger Federer,roger-federer,$,10039193.0
2007,37,Bastad,Outdoor,Clay,"$416,000",David Ferrer,david-ferrer,$,416000.0
2007,38,Gstaad,Outdoor,Clay,"$496,000",Paul-Henri Mathieu,paul-henri-mathieu,$,496000.0
2007,39,Newport,Outdoor,Grass,"$416,000",Fabrice Santoro,fabrice-santoro,$,416000.0
2007,40,Amersfoort,Outdoor,Clay,"$416,000",Steve Darcis,steve-darcis,$,416000.0
2007,41,Los Angeles,Outdoor,Hard,"$525,000",Radek Stepanek,radek-stepanek,$,525000.0
2007,42,Stuttgart,Outdoor,Clay,"$757,000",Rafael Nadal,rafael-nadal,$,757000.0
2007,43,Indianapolis,Outdoor,Hard,"$525,000",Dmitry Tursunov,dmitry-tursunov,$,525000.0
2007,44,Kitzbuhel,Outdoor,Clay,"$735,000",Juan Monaco,juan-monaco,$,735000.0
2007,45,Umag,Outdoor,Clay,"$416,000",Carlos Moya,carlos-moya,$,416000.0
2007,46,Washington,Outdoor,Hard,"$600,000",Andy Roddick,andy-roddick,$,600000.0
2007,47,Sopot,Outdoor,Clay,"$500,000",Tommy Robredo,tommy-robredo,$,500000.0
2007,48,ATP Masters Series Canada,Outdoor,Hard,"$2,450,000",Novak Djokovic,novak-djokovic,$,2450000.0
2007,49,ATP Masters Series Cincinnati,Outdoor,Hard,"$2,450,000",Roger Federer,roger-federer,$,2450000.0
2007,50,New Haven,Outdoor,Hard,"$675,000",James Blake,james-blake,$,675000.0
2007,51,US Open,Outdoor,Hard,"$8,848,000",Roger Federer,roger-federer,$,8848000.0
2007,52,Beijing,Outdoor,Hard,"$500,000",Fernando Gonzalez,fernando-gonzalez,$,500000.0
2007,53,Bucharest,Outdoor,Clay,"$416,000",Gilles Simon,gilles-simon,$,416000.0
2007,54,Bangkok,Indoor,Hard,"$550,000",Dmitry Tursunov,dmitry-tursunov,$,550000.0
2007,55,Mumbai,Outdoor,Hard,"$416,000",Richard Gasquet,richard-gasquet,$,416000.0
2007,56,Metz,Indoor,Hard,"$416,000",Tommy Robredo,tommy-robredo,$,416000.0
2007,57,Tokyo,Outdoor,Hard,"$832,000",David Ferrer,david-ferrer,$,832000.0
2007,58,Stockholm,Indoor,Hard,"$800,000",Ivo Karlovic,ivo-karlovic,$,800000.0
2007,59,Vienna,Indoor,Hard,"$757,000",Novak Djokovic,novak-djokovic,$,757000.0
2007,60,Moscow,Indoor,Hard,"$1,000,000",Nikolay Davydenko,nikolay-davydenko,$,1000000.0
2007,61,ATP Masters Series Madrid,Indoor,Hard,"$2,450,000",David Nalbandian,david-nalbandian,$,2450000.0
2007,62,Basel,Indoor,Hard,"$1,000,000",Roger Federer,roger-federer,$,1000000.0
2007,63,Lyon,Indoor,Carpet,"$800,000",Sebastien Grosjean,sebastien-grosjean,$,800000.0
2007,64,St. Petersburg,Indoor,Carpet,"$1,000,000",Andy Murray,andy-murray,$,1000000.0
2007,65,ATP World Tour Masters 1000 Paris,Indoor,Hard,"$2,450,000",David Nalbandian,david-nalbandian,$,2450000.0
2007,66,Tennis Masters Cup,Indoor,Hard,"$3,800,000",Roger Federer,roger-federer,$,3800000.0
2008,0,Adelaide,Outdoor,Hard,"$465,000",Michael Llodra,michael-llodra,$,465000.0
2008,1,Chennai,Outdoor,Hard,"$436,000",Mikhail Youzhny,mikhail-youzhny,$,436000.0
2008,2,Doha,Outdoor,Hard,"$1,049,000",Andy Murray,andy-murray,$,1049000.0
2008,3,Auckland,Outdoor,Hard,"$464,000",Philipp Kohlschreiber,philipp-kohlschreiber,$,464000.0
2008,4,Sydney,Outdoor,Hard,"$465,000",Dmitry Tursunov,dmitry-tursunov,$,465000.0
2008,6,Viña del Mar,Outdoor,Clay,"$462,000",Fernando Gonzalez,fernando-gonzalez,$,462000.0
2008,7,Delray Beach,Outdoor,Hard,"$436,000",Kei Nishikori,kei-nishikori,$,436000.0
2008,8,Marseille,Indoor,Hard,"€534,000",Andy Murray,andy-murray,€,534000.0
2008,9,Sao Paulo,Outdoor,Clay,"$485,000",Nicolas Almagro,nicolas-almagro,$,485000.0
2008,10,Buenos Aires,Outdoor,Clay,"$466,000",David Nalbandian,david-nalbandian,$,466000.0
2008,11,Rotterdam,Indoor,Hard,"€824,000",Michael Llodra,michael-llodra,€,824000.0
2008,12,San Jose,Indoor,Hard,"$436,000",Andy Roddick,andy-roddick,$,436000.0
2008,13,Acapulco,Outdoor,Clay,"$794,000",Nicolas Almagro,nicolas-almagro,$,794000.0
2008,14,Memphis,Indoor,Hard,"$769,000",Steve Darcis,steve-darcis,$,769000.0
2008,15,Zagreb,Indoor,Hard,"€370,000",Sergiy Stakhovsky,sergiy-stakhovsky,€,370000.0
2008,16,Dubai,Outdoor,Hard,"$1,426,000",Andy Roddick,andy-roddick,$,1426000.0
2008,17,Las Vegas,Outdoor,Hard,"$436,000",Sam Querrey,sam-querrey,$,436000.0
2008,18,ATP Masters Series Indian Wells,Outdoor,Hard,"$3,677,245",Novak Djokovic,novak-djokovic,$,3677245.0
2008,19,ATP Masters Series Miami,Outdoor,Hard,"$3,770,000",Nikolay Davydenko,nikolay-davydenko,$,3770000.0
2008,20,Estoril,Outdoor,Clay,"€370,000",Roger Federer,roger-federer,€,370000.0
2008,21,Houston,Outdoor,Clay,"$436,000",Marcel Granollers,marcel-granollers,$,436000.0
2008,22,Valencia,Outdoor,Clay,"€370,000",David Ferrer,david-ferrer,€,370000.0
2008,23,ATP Masters Series Monte Carlo,Outdoor,Clay,"€2,270,000",Rafael Nadal,rafael-nadal,€,2270000.0
2008,24,Barcelona,Outdoor,Clay,"€824,000",Rafael Nadal,rafael-nadal,€,824000.0
2008,25,Munich,Outdoor,Clay,"€370,000",Fernando Gonzalez,fernando-gonzalez,€,370000.0
2008,26,ATP Masters Series Rome,Outdoor,Clay,"€2,270,000",Novak Djokovic,novak-djokovic,€,2270000.0
2008,27,ATP Masters Series Hamburg,Outdoor,Clay,"€2,270,000",Rafael Nadal,rafael-nadal,€,2270000.0
2008,28,Casablanca,Outdoor,Clay,"€370,000",Gilles Simon,gilles-simon,€,370000.0
2008,29,World Team Championship,Outdoor,Clay,"€1,692,000",Igor Andreev,igor-andreev,€,1692000.0
2008,30,Poertschach,Outdoor,Clay,"€370,000",Nikolay Davydenko,nikolay-davydenko,€,370000.0
2008,31,Roland Garros,Outdoor,Clay,"€7,077,680",Rafael Nadal,rafael-nadal,€,7077680.0
2008,32,Halle,Outdoor,Grass,"€713,000",Roger Federer,roger-federer,€,713000.0
2008,33,London / Queen's Club,Outdoor,Grass,"€713,000",Rafael Nadal,rafael-nadal,€,713000.0
2008,34,Warsaw,Outdoor,Clay,"€425,000",Nikolay Davydenko,nikolay-davydenko,€,425000.0
2008,35,s-Hertogenbosch,Outdoor,Grass,"€370,000",David Ferrer,david-ferrer,€,370000.0
2008,36,Nottingham,Outdoor,Grass,"€370,000",Ivo Karlovic,ivo-karlovic,€,370000.0
2008,37,Wimbledon,Outdoor,Grass,"£5,257,000",Rafael Nadal,rafael-nadal,£,5257000.0
2008,38,Båstad,Outdoor,Clay,"€326,000",Tommy Robredo,tommy-robredo,€,326000.0
2008,39,Gstaad,Outdoor,Clay,"€389,000",Victor Hanescu,victor-hanescu,€,389000.0
2008,40,Newport,Outdoor,Grass,"$385,000",Fabrice Santoro,fabrice-santoro,$,385000.0
2008,41,Stuttgart,Outdoor,Clay,"€568,000",Juan Martin del Potro,juan-martin-del-potro,€,568000.0
2008,42,Amersfoort,Outdoor,Clay,"€326,000",Albert Montanes,albert-montanes,€,326000.0
2008,43,Indianapolis,Outdoor,Hard,"$525,000",Gilles Simon,gilles-simon,$,525000.0
2008,44,Kitzbühel,Outdoor,Clay,"€571,000",Juan Martin del Potro,juan-martin-del-potro,€,571000.0
2008,45,Umag,Outdoor,Clay,"€326,000",Fernando Verdasco,fernando-verdasco,€,326000.0
2008,46,ATP Masters Series Canada,Outdoor,Hard,"$2,615,000",Rafael Nadal,rafael-nadal,$,2615000.0
2008,47,ATP Masters Series Cincinnati,Outdoor,Hard,"$2,615,000",Andy Murray,andy-murray,$,2615000.0
2008,48,Los Angeles,Outdoor,Hard,"$475,000",Juan Martin del Potro,juan-martin-del-potro,$,475000.0
2008,49,Washington,Outdoor,Hard,"$508,000",Juan Martin del Potro,juan-martin-del-potro,$,508000.0
2008,51,New Haven,Outdoor,Hard,"$708,000",Marin Cilic,marin-cilic,$,708000.0
2008,52,US Open,Outdoor,Hard,"$9,350,000",Roger Federer,roger-federer,$,9350000.0
2008,53,Bucharest,Outdoor,Clay,"€370,000",Gilles Simon,gilles-simon,€,370000.0
2008,54,Bangkok,Indoor,Hard,"$576,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,$,576000.0
2008,55,Beijing,Outdoor,Hard,"$524,000",Andy Roddick,andy-roddick,$,524000.0
2008,56,Metz,Indoor,Hard,"€370,000",Dmitry Tursunov,dmitry-tursunov,€,370000.0
2008,57,Tokyo,Outdoor,Hard,"$869,000",Tomas Berdych,tomas-berdych,$,869000.0
2008,58,Moscow,Indoor,Hard,"$1,049,000",Igor Kunitsyn,igor-kunitsyn,$,1049000.0
2008,59,Stockholm,Indoor,Hard,"€713,000",David Nalbandian,david-nalbandian,€,713000.0
2008,60,Vienna,Indoor,Hard,"€674,000",Philipp Petzschner,philipp-petzschner,€,674000.0
2008,61,ATP Masters Series Madrid,Indoor,Hard,"€2,270,000",Andy Murray,andy-murray,€,2270000.0
2008,62,Basel,Indoor,Hard,"€891,000",Roger Federer,roger-federer,€,891000.0
2008,63,Lyon,Indoor,Carpet,"€713,000",Robin Soderling,robin-soderling,€,713000.0
2008,64,St. Petersburg,Indoor,Hard,"$1,049,000",Andy Murray,andy-murray,$,1049000.0
2008,65,ATP World Tour Masters 1000 Paris,Indoor,Hard,"€2,270,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,€,2270000.0
2008,66,Tennis Masters Cup,Indoor,Hard,"$3,800,000",Novak Djokovic,novak-djokovic,$,3800000.0
2009,0,Brisbane,Outdoor,Hard,"$484,750",Radek Stepanek,radek-stepanek,$,484750.0
2009,1,Chennai,Outdoor,Hard,"$450,000",Marin Cilic,marin-cilic,$,450000.0
2009,2,Doha,Outdoor,Hard,"$1,110,250",Andy Murray,andy-murray,$,1110250.0
2009,3,Auckland,Outdoor,Hard,"$480,750",Juan Martin del Potro,juan-martin-del-potro,$,480750.0
2009,4,Sydney,Outdoor,Hard,"$484,750",David Nalbandian,david-nalbandian,$,484750.0
2009,6,Johannesburg,Outdoor,Hard,"$500,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,$,500000.0
2009,7,Viña del Mar,Outdoor,Clay,"$496,750",Fernando Gonzalez,fernando-gonzalez,$,496750.0
2009,8,Zagreb,Indoor,Hard,"€450,000",Marin Cilic,marin-cilic,€,450000.0
2009,9,Rotterdam,Indoor,Hard,"€1,445,000",Andy Murray,andy-murray,€,1445000.0
2009,10,San Jose,Indoor,Hard,"$600,000",Radek Stepanek,radek-stepanek,$,600000.0
2009,11,Sao Paulo,Outdoor,Clay,"$562,500",Tommy Robredo,tommy-robredo,$,562500.0
2009,12,Buenos Aires,Outdoor,Clay,"$600,000",Tommy Robredo,tommy-robredo,$,600000.0
2009,13,Marseille,Indoor,Hard,"€576,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,€,576000.0
2009,14,Memphis,Indoor,Hard,"$1,226,500",Andy Roddick,andy-roddick,$,1226500.0
2009,15,Acapulco,Outdoor,Clay,"$1,226,500",Nicolas Almagro,nicolas-almagro,$,1226500.0
2009,16,Delray Beach,Outdoor,Hard,"$500,000",Mardy Fish,mardy-fish,$,500000.0
2009,17,Dubai,Outdoor,Hard,"$2,233,000",Novak Djokovic,novak-djokovic,$,2233000.0
2009,18,ATP World Tour Masters 1000 Indian Wells,Outdoor,Hard,"$4,615,170",Rafael Nadal,rafael-nadal,$,4615170.0
2009,19,ATP World Tour Masters 1000 Miami,Outdoor,Hard,"$4,500,000",Andy Murray,andy-murray,$,4500000.0
2009,20,Casablanca,Outdoor,Clay,"€450,000",Juan Carlos Ferrero,juan-carlos-ferrero,€,450000.0
2009,21,Houston,Outdoor,Clay,"$500,000",Lleyton Hewitt,lleyton-hewitt,$,500000.0
2009,22,ATP World Tour Masters 1000 Monte Carlo,Outdoor,Clay,"€2,750,000",Rafael Nadal,rafael-nadal,€,2750000.0
2009,23,Barcelona,Outdoor,Clay,"€1,995,000",Rafael Nadal,rafael-nadal,€,1995000.0
2009,24,ATP World Tour Masters 1000 Rome,Outdoor,Clay,"€2,750,000",Rafael Nadal,rafael-nadal,€,2750000.0
2009,25,Estoril,Outdoor,Clay,"€450,000",Albert Montanes,albert-montanes,€,450000.0
2009,26,Munich,Outdoor,Clay,"€450,000",Tomas Berdych,tomas-berdych,€,450000.0
2009,27,Belgrade,Outdoor,Clay,"€450,000",Novak Djokovic,novak-djokovic,€,450000.0
2009,28,ATP World Tour Masters 1000 Madrid,Outdoor,Clay,"€3,700,000",Roger Federer,roger-federer,€,3700000.0
2009,29,World Team Championship,Outdoor,Clay,"€1,366,000",Viktor Troicki,viktor-troicki,€,1366000.0
2009,30,Kitzbühel,Outdoor,Clay,"€450,000",Guillermo Garcia-Lopez,guillermo-garcia-lopez,€,450000.0
2009,31,Roland Garros,Outdoor,Clay,"€7,322,320",Roger Federer,roger-federer,€,7322320.0
2009,32,Halle,Outdoor,Grass,"€750,000",Tommy Haas,tommy-haas,€,750000.0
2009,33,London / Queen's Club,Outdoor,Grass,"€750,000",Andy Murray,andy-murray,€,750000.0
2009,34,Eastbourne,Outdoor,Grass,"€450,000",Dmitry Tursunov,dmitry-tursunov,€,450000.0
2009,35,s-Hertogenbosch,Outdoor,Grass,"€450,000",Benjamin Becker,benjamin-becker,€,450000.0
2009,36,Wimbledon,Outdoor,Grass,"£5,616,600",Roger Federer,roger-federer,£,5616600.0
2009,37,Newport,Outdoor,Grass,"$500,000",Rajeev Ram,rajeev-ram,$,500000.0
2009,38,Båstad,Outdoor,Clay,"€450,000",Robin Soderling,robin-soderling,€,450000.0
2009,39,Stuttgart,Outdoor,Clay,"€450,000",Jeremy Chardy,jeremy-chardy,€,450000.0
2009,40,Hamburg,Outdoor,Clay,"€1,115,000",Nikolay Davydenko,nikolay-davydenko,€,1115000.0
2009,41,Indianapolis,Outdoor,Hard,"$519,000",Robby Ginepri,robby-ginepri,$,519000.0
2009,42,Gstaad,Outdoor,Clay,"€450,000",Thomaz Bellucci,thomaz-bellucci,€,450000.0
2009,43,Los Angeles,Outdoor,Hard,"$630,500",Sam Querrey,sam-querrey,$,630500.0
2009,44,Umag,Outdoor,Clay,"€450,000",Nikolay Davydenko,nikolay-davydenko,€,450000.0
2009,45,Washington,Outdoor,Hard,"$1,402,000",Juan Martin del Potro,juan-martin-del-potro,$,1402000.0
2009,46,ATP World Tour Masters 1000 Canada,Outdoor,Hard,"$3,000,000",Andy Murray,andy-murray,$,3000000.0
2009,47,ATP World Tour Masters 1000 Cincinnati,Outdoor,Hard,"$3,000,000",Roger Federer,roger-federer,$,3000000.0
2009,48,New Haven,Outdoor,Hard,"$750,000",Fernando Verdasco,fernando-verdasco,$,750000.0
2009,49,US Open,Outdoor,Hard,"$9,756,000",Juan Martin del Potro,juan-martin-del-potro,$,9756000.0
2009,50,Bucharest,Outdoor,Clay,"€450,000",Albert Montanes,albert-montanes,€,450000.0
2009,51,Metz,Indoor,Hard,"€450,000",Gael Monfils,gael-monfils,€,450000.0
2009,52,Bangkok,Indoor,Hard,"$608,500",Gilles Simon,gilles-simon,$,608500.0
2009,53,Kuala Lumpur,Indoor,Hard,"$947,750",Nikolay Davydenko,nikolay-davydenko,$,947750.0
2009,54,Beijing,Outdoor,Hard,"$3,337,000",Novak Djokovic,novak-djokovic,$,3337000.0
2009,55,Tokyo,Outdoor,Hard,"$1,226,500",Jo-Wilfried Tsonga,jo-wilfried-tsonga,$,1226500.0
